time =  5.0629E-01  time past bounce =  2.0128E-04  cycle =  5.1050E+03
     Lnue =  1.1087E+53  Lanue =  2.0825E+47  Lmutau =  5.8113E+46
   14 8.06350E+04 1.98200E+22 1.66417E+23 5.22318E+26
   15 1.01594E+05 2.38768E+19 1.50594E+21 1.81289E+25
   16 1.28000E+05 4.51026E+16 4.01143E+18 2.62686E+23
   17 1.61270E+05 4.72446E+14 2.28887E+15 1.26626E+21
   18 2.03187E+05 8.42212E+10 1.87431E+11 1.52544E+18
   19 2.56000E+05 4.44638E+05 1.32991E+06 3.20276E+14
   20 3.22540E+05 7.81059E-01 4.32977E-01 7.44213E+09
   21 4.06375E+05 6.92642E-01 2.90340E-09 1.08004E+04


time =  5.0890E-01  time past bounce =  2.8051E-03  cycle =  5.4910E+03
     Lnue =  4.1466E+53  Lanue =  5.5285E+51  Lmutau =  1.4849E+53
    j      g           f           h           hm
    1 4.00000E+03 8.29092E+30 2.95508E+29 3.51784E+30
    2 5.03969E+03 1.66124E+31 4.56751E+29 5.52754E+30
    3 6.34961E+03 3.37714E+31 6.78266E+29 8.38487E+30
    4 8.00000E+03 6.07294E+31 9.04843E+29 1.17105E+31
    5 1.00794E+04 8.26173E+31 1.00230E+30 1.47514E+31
    6 1.26992E+04 7.04165E+31 7.91898E+29 1.63022E+31
    7 1.60000E+04 3.00680E+31 3.77447E+29 1.52190E+31
    8 2.01587E+04 7.92277E+30 1.48387E+29 1.15603E+31
    9 2.53984E+04 1.47603E+30 4.57666E+28 4.98976E+30
   10 3.20000E+04 1.77676E+29 1.03973E+28 1.73120E+30
   11 4.03175E+04 1.23359E+28 1.60695E+27 4.56161E+29
   12 5.07969E+04 4.28162E+26 1.52865E+26 8.49839E+28
   13 6.40000E+04 6.20402E+24 7.88957E+24 1.02298E+28
   14 8.06350E+04 2.99061E+22 1.88458E+23 7.10252E+26
   15 1.01594E+05 3.60274E+19 1.70540E+21 2.46518E+25
   16 1.28000E+05 6.67364E+16 4.54272E+18 3.57202E+23
   17 1.61270E+05 8.78366E+14 2.59201E+15 1.72187E+21
   18 2.03187E+05 2.17218E+11 2.12255E+11 2.07431E+18
